1.2e-05,3.567074
2.4e-05,3.56646
3.7e-05,3.566153
4.9e-05,3.565846
6.1e-05,3.565539
7.4e-05,3.565232
8.6e-05,3.564618
9.9e-05,3.564311
0.000111,3.563697
0.000123,3.56339
0.000136,3.563083
0.000148,3.562777
0.00016,3.562777
0.000173,3.562163
0.000185,3.562163
0.000198,3.561242
0.00021,3.561242
0.000222,3.560935
0.000235,3.560628
0.000247,3.560321
0.00026,3.560321
0.000272,3.560014
0.000284,3.5594
0.000297,3.559093
0.000309,3.558786
0.000321,3.558479
0.000334,3.558479
0.000346,3.558172
0.000359,3.557865
0.000371,3.557558
0.000383,3.557251
0.000396,3.556944
0.000408,3.55633
0.000421,3.55633
0.000433,3.556023
0.000445,3.555716
0.000458,3.555409
0.00047,3.555409
0.000482,3.554795
0.000495,3.554795
0.000507,3.554181
0.00052,3.554181
0.000532,3.553567
0.000544,3.55326
0.000557,3.552953
0.000569,3.55326
0.000582,3.552646
0.000594,3.552646
0.000606,3.55234
0.000619,3.552032
0.000631,3.551419
0.000643,3.551419
0.000656,3.551419
0.000668,3.550805
0.000681,3.550498
0.000693,3.550191
0.000705,3.549884
0.000718,3.549577
0.00073,3.549577
0.000743,3.549577
0.000755,3.548963
0.000767,3.548349
0.00078,3.548349
0.000792,3.548349
0.000804,3.548042
0.000817,3.548042
0.000829,3.547428
0.000842,3.547121
0.000854,3.547121
0.000866,3.546507
0.000879,3.5462
0.000891,3.5462
0.001399,3.53607
0.001411,3.536377
0.001424,3.535763
0.001436,3.535456
0.001449,3.535149
0.001461,3.535149
0.001473,3.534228
0.001486,3.534535
0.001498,3.534228
0.00151,3.533921
0.001523,3.533921
0.001535,3.533614
0.001548,3.533614
0.00156,3.533307
0.001572,3.533
0.001585,3.532693
0.001597,3.532693
0.00161,3.532386
0.001622,3.531772
0.001634,3.531772
0.001647,3.531466
0.001659,3.531466
0.001671,3.531466
0.001684,3.530852
0.001696,3.530852
0.001709,3.530545
0.001721,3.530545
0.001733,3.530237
0.001746,3.529931
0.001758,3.529624
0.001771,3.529317
0.001783,3.529317
0.001795,3.528703
0.001808,3.528703
0.00182,3.528703
0.001832,3.528396
0.001845,3.528089
0.001857,3.528089
0.00187,3.527782
0.001882,3.527475
0.00239,3.51888
0.002402,3.518573
0.002415,3.518573
0.002427,3.518266
0.002439,3.517959
0.002452,3.517959
0.002464,3.517652
0.002476,3.517345
0.002489,3.517038
0.002501,3.516731
0.002514,3.516731
0.002526,3.516731
0.002538,3.516424
0.002551,3.516117
0.002563,3.516117
0.002576,3.51581
0.002588,3.51581
0.0026,3.515503
0.002613,3.515196
0.002625,3.514889
0.002637,3.514582
0.00265,3.514275
0.002662,3.514275
0.002675,3.514275
0.002687,3.513661
0.002699,3.513968
0.002712,3.513661
0.002724,3.513661
0.002737,3.513354
0.002749,3.513047
0.002761,3.512433
0.002774,3.51274
0.002786,3.512433
0.002798,3.512126
0.002811,3.511819
0.002823,3.512126
0.002836,3.511512
0.002848,3.511819
0.00286,3.511205
0.002873,3.511205
0.003381,3.503224
0.003393,3.503224
0.003405,3.502917
0.003418,3.502917
0.00343,3.502917
0.003442,3.502917
0.003455,3.502303
0.003467,3.501996
0.00348,3.501996
0.003492,3.501996
0.003504,3.501689
0.003517,3.501382
0.003529,3.501075
0.003542,3.501075
0.003554,3.501075
0.003566,3.500461
0.003579,3.500461
0.003591,3.500154
0.003603,3.500154
0.003616,3.499847
0.003628,3.499847
0.003641,3.49954
0.003653,3.49954
0.003665,3.499233
0.003678,3.499233
0.00369,3.498926
0.003703,3.49862
0.003715,3.49862
0.003727,3.498312
0.00374,3.498312
0.003752,3.498006
0.003764,3.497699
0.003777,3.498006
0.003789,3.497392
0.003802,3.497392
0.003814,3.497392
0.003826,3.497085
0.003839,3.496778
0.003851,3.496778
0.003864,3.496471
0.004371,3.489717
0.004384,3.48941
0.004396,3.48941
0.004408,3.489103
0.004421,3.488796
0.004433,3.488796
0.004446,3.488796
0.004458,3.488183
0.00447,3.488489
0.004483,3.487875
0.004495,3.488183
0.004508,3.487569
0.00452,3.487569
0.004532,3.487262
0.004545,3.487262
0.004557,3.486954
0.004569,3.486954
0.004582,3.486648
0.004594,3.486648
0.004607,3.486341
0.004619,3.486034
0.004631,3.486034
0.004644,3.486034
0.004656,3.485727
0.004669,3.48542
0.004681,3.485113
0.004693,3.48542
0.004706,3.485113
0.004718,3.484806
0.00473,3.484806
0.004743,3.484499
0.004755,3.484499
0.004768,3.484499
0.00478,3.484499
0.004792,3.483885
0.004805,3.483885
0.004817,3.483885
0.00483,3.483578
0.004842,3.483271
0.004854,3.483578
0.005362,3.476825
0.005375,3.477131
0.005387,3.476825
0.005399,3.476211
0.005412,3.476517
0.005424,3.476211
0.005436,3.476211
0.005449,3.475904
0.005461,3.475904
0.005474,3.475597
0.005486,3.47529
0.005498,3.474983
0.005511,3.47529
0.005523,3.474983
0.005536,3.474983
0.005548,3.474676
0.00556,3.474676
0.005573,3.474983
0.005585,3.474062
0.005597,3.474369
0.00561,3.474062
0.005622,3.474062
0.005635,3.474062
0.005647,3.473755
0.005659,3.473755
0.005672,3.473448
0.005684,3.473141
0.005697,3.473141
0.005709,3.472834
0.005721,3.472834
0.005734,3.472527
0.005746,3.472527
0.005758,3.47222
0.005771,3.471913
0.005783,3.471913
0.005796,3.471606
0.005808,3.471606
0.00582,3.471606
0.005833,3.471606
0.005845,3.471299
0.006353,3.465466
0.006365,3.465466
0.006378,3.46516
0.00639,3.46516
0.006402,3.464853
0.006415,3.464853
0.006427,3.464853
0.00644,3.464853
0.006452,3.464546
0.006464,3.464239
0.006477,3.464239
0.006489,3.463932
0.006502,3.463932
0.006514,3.463932
0.006526,3.463625
0.006539,3.463625
0.006551,3.463318
0.006563,3.463318
0.006576,3.463318
0.006588,3.463318
0.006601,3.463011
0.006613,3.462704
0.006625,3.462704
0.006638,3.462704
0.00665,3.46209
0.006663,3.462397
0.006675,3.46209
0.006687,3.46209
0.0067,3.461783
0.006712,3.461783
0.006724,3.461476
0.006737,3.461476
0.006749,3.461476
0.006762,3.461169
0.006774,3.460862
0.006786,3.460555
0.006799,3.460555
0.006811,3.460248
0.006824,3.460248
0.006836,3.460248
0.006848,3.460248
0.006861,3.460248
0.006873,3.459634
0.006885,3.459941
0.006898,3.459941
0.00691,3.459634
0.006923,3.459327
0.006935,3.459327
0.006947,3.459327
0.00696,3.45902
0.006972,3.45902
0.006985,3.45902
0.006997,3.458713
0.007009,3.458713
0.007022,3.458406
0.007034,3.458099
0.007046,3.458099
0.007059,3.457792
0.007071,3.458099
0.007084,3.457792
0.007096,3.457485
0.007108,3.457792
0.007121,3.457485
0.007133,3.457178
0.007146,3.457178
0.007158,3.456871
0.00717,3.456871
0.007183,3.456871
0.007195,3.456257
0.007208,3.456257
0.00722,3.455643
0.007232,3.45595
0.007245,3.45595
0.007257,3.455643
0.007269,3.455643
0.007282,3.455643
0.007294,3.455337
0.007307,3.455337
0.007319,3.455337
0.007331,3.455337
0.000904,3.5462
0.000916,3.545586
0.000928,3.545586
0.000941,3.545279
0.000953,3.545279
0.000965,3.544665
0.000978,3.544358
0.00099,3.544051
0.001003,3.543744
0.001015,3.543744
0.001027,3.543437
0.00104,3.54313
0.001052,3.54313
0.001065,3.542516
0.001077,3.542516
0.001089,3.542209
0.001102,3.541903
0.001114,3.541595
0.001126,3.541289
0.001139,3.541289
0.001151,3.540982
0.001164,3.540675
0.001176,3.540675
0.001188,3.540368
0.001201,3.540061
0.001213,3.539754
0.001226,3.539447
0.001238,3.539447
0.00125,3.53914
0.001263,3.538526
0.001275,3.538526
0.001287,3.538219
0.0013,3.538219
0.001312,3.537912
0.001325,3.537298
0.001337,3.537605
0.001349,3.537298
0.001362,3.536991
0.001374,3.536684
0.001387,3.536684
0.001894,3.527168
0.001907,3.527168
0.001919,3.526861
0.001932,3.526554
0.001944,3.526554
0.001956,3.526247
0.001969,3.525633
0.001981,3.52594
0.001993,3.525326
0.002006,3.525326
0.002018,3.524712
0.002031,3.524712
0.002043,3.524405
0.002055,3.524712
0.002068,3.524405
0.00208,3.524098
0.002093,3.523791
0.002105,3.523791
0.002117,3.523177
0.00213,3.52287
0.002142,3.523177
0.002154,3.52287
0.002167,3.52287
0.002179,3.522256
0.002192,3.522256
0.002204,3.521949
0.002216,3.521642
0.002229,3.521642
0.002241,3.521335
0.002254,3.521335
0.002266,3.521028
0.002278,3.520414
0.002291,3.520414
0.002303,3.520108
0.002315,3.520108
